"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"gpu_tdhf_apb_j06_pppp_$ck_L649_31",64,183904435433,2873506803,22.693439987192313
"gpu_tdhf_apb_j05_ppps_$ck_L542_25",64,121451352225,1897677378,14.986854268044624
"gpu_tdhf_amb_j06_pppp_$ck_L649_31",65,117922533890,1814192829,14.551405134245991
"gpu_tdhf_amb_j05_ppps_$ck_L542_25",65,83926932018,1291183569,10.356415768740563
"gpu_rhf_j06_pppp_$ck_L682_31",882,35873553431,40672963,4.426724836717306
"gpu_rhf_j05_ppps_$ck_L573_25",882,35684505505,40458623,4.403396700268161
"Cijk_Alik_Bljk_DB_MT128x128x16_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASGT_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DTVA0_DVO0_ETSP_EPS1_FL0_GRVW2_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPP128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV1_MDA2_NTC3_NTD3_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS256_SCIUI1_SPO1_SRVW0_SSO4_SVW2_SNLL0_TT2_128_TLDS1_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG64_4_1_WGM5",17233,33294602167,1932025,4.108487402140588
"Cijk_Ailk_Bljk_DB_MT64x64x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASGT_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DTVA0_DVO0_ETSP_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_LWPMn1_LDW0_MAC_MIAV0_MDA2_NTC0_NTD0_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU32_SUM0_SUS128_SCIUI1_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_32_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11",17520,29699687900,1695187,3.6648821623583885
"gpu_cphf_j06_pppp_$ck_L645_31",9,25899056679,2877672964,3.195891861367876
"rimp2_eng_tail_$ck_L3345_31",17077,19149252853,1121347,2.3629795518305827
"gpu_cphf_j05_ppps_$ck_L539_25",9,18934930595,2103881177,2.336532613297583
"gpu_tdhf_amb_j04_psps_$ck_L420_19",65,17139196215,263679941,2.1149425777472195
"gpu_tdhf_apb_j04_psps_$ck_L421_19",64,17037033500,266203648,2.102335902784093
"gpu_tdhf_apb_j03_ppss_$ck_L312_13",64,16067913590,251061149,1.98274844168672
"gpu_rhf_j04_psps_$ck_L445_19",882,12110094798,13730266,1.494361508413673
"gpu_rhf_j02_psss_$ck_L207_7",882,8203978250,9301562,1.0123545287760813
"gpu_rhf_j03_ppss_$ck_L331_13",882,6924204087,7850571,0.8544329533838418
"rimp2_b32_transpose_$ck_L1934_15_cce$noloop$form",17077,5105435734,298965,0.6300005715751547
"gpu_cphf_j03_ppss_$ck_L310_13",9,2805395096,311710566,0.3461801511287295
"gpu_tdhf_apb_j02_psss_$ck_L190_7",64,2774657972,43354030,0.3423872514238879
"gpu_rhf_j01_ssss_$ck_L74_1",882,2711603700,3074380,0.33460648020866934
"gpu_cphf_j04_psps_$ck_L418_19",9,2391160352,265684483,0.2950644111443139
"Cijk_Alik_Bjlk_DB_MT64x16x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASGT_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DTVA0_DVO0_ETSP_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_LWPMn1_LDW0_MAC_MIAV0_MDA2_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM11",47915,2269951687,47374,0.28010750399507167
"Cijk_Alik_Bljk_DB_MT64x16x16_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASGT_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DTVA0_DVO0_ETSP_EPS0_FL0_GRVW2_GSU1_GSUASB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_LWPMn1_LDW0_MAC_MIAV0_MDA2_NTC0_NTD0_NEPBS0_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SCIUI1_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_16_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_4_1_WGM5",983,2200114058,2238162,0.271489680075666
"gpu_tdhf_amb_j03_ppss_$ck_L311_13",65,1896217878,29172582,0.2339894984898907
"Cijk_Ailk_Bljk_DB_MT64x64x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASGT_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DTVA0_DVO0_ETSP_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_LWPMn1_LDW0_MAC_MIAV0_MDA2_NTC0_NTD0_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU0_SUM0_SUS0_SCIUI1_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_32_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11",696,1455788021,2091649,0.1796413338854621
"rimp2_eng_head_$ck_L3294_23",1139,1194994145,1049160,0.14745989051734154
"gpu_tdhf_amb_j02_psss_$ck_L189_7",65,641717837,9872582,0.07918669926792422
"Cijk_Alik_Bljk_DB_MT128x128x16_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASGT_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DTVA0_DVO0_ETSP_EPS1_FL0_GRVW2_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPP128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV1_MDA2_NTC3_NTD3_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SCIUI1_SPO1_SRVW0_SSO4_SVW2_SNLL0_TT2_128_TLDS1_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG64_4_1_WGM11",76,591858589,7787613,0.07303416765752292
"gpu_cphf_j02_psss_$ck_L189_7",9,473016214,52557357,0.058369255967666185
"rimp2_vdx_i32_cublas_$ck_L1051_1_cce$noloop$form",1139,338541998,297227,0.041775406322682916
"gpu_tdhf_apb_j01_ssss_$ck_L65_1",64,149007655,2328244,0.018387246987344695
"gpu_tdhf_amb_j01_ssss_$ck_L65_1",65,141654663,2179302,0.01747990246199149
"gpu_cphf_j01_ssss_$ck_L65_1",9,21510477,2390053,0.002654349895074836
