"Name","Calls","TotalDurationNs","AverageNs","Percentage"
"gpu_tdhf_apb_j05_ppps_$ck_L542_25",64,165305267237,2582894800,19.647002615105464
"gpu_tdhf_apb_j06_pppp_$ck_L649_31",64,134619533547,2103430211,15.99991562186707
"gpu_tdhf_amb_j05_ppps_$ck_L542_25",65,126741257817,1949865504,15.063560075204931
"gpu_tdhf_amb_j06_pppp_$ck_L649_31",65,110387810833,1698274012,13.119906245953437
"gpu_rhf_j05_ppps_$ck_L573_25",882,45288469264,51347470,5.382663776758185
"gpu_rhf_j06_pppp_$ck_L682_31",882,32869188333,37266653,3.906596806797339
"gpu_tdhf_amb_j04_psps_$ck_L420_19",65,26875910115,413475540,3.1942785921981565
"gpu_tdhf_apb_j04_psps_$ck_L421_19",64,25942513835,405351778,3.0833417814079858
"gpu_tdhf_apb_j03_ppss_$ck_L312_13",64,23731593168,370806143,2.82056755253806
"gpu_cphf_j05_ppps_$ck_L539_25",9,23563587763,2618176418,2.8005996308465235
"gpu_cphf_j06_pppp_$ck_L645_31",9,18967781688,2107531298,2.2543749673299804
"gpu_rhf_j02_psss_$ck_L207_7",882,12286218862,13929953,1.4602521634437233
"gpu_rhf_j04_psps_$ck_L445_19",882,12098853744,13717521,1.4379832846302745
"Cijk_Ailk_Bljk_DB_MT64x64x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASGT_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DTVA0_DVO0_ETSP_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_LWPMn1_LDW0_MAC_MIAV0_MDA2_NTC0_NTD0_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU32_SUM0_SUS128_SCIUI1_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_32_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM11",6205,10461930227,1686048,1.2434302546102596
"Cijk_Alik_Bljk_DB_MT128x128x16_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASGT_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DTVA0_DVO0_ETSP_EPS1_FL0_GRVW2_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPP128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_NTC3_NTD3_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS256_SCIUI1_SPO1_SRVW0_SSO4_SVW2_SNLL0_TT2_128_TLDS1_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG64_4_1_WGM5",2194,10136641265,4620164,1.2047687334506454
"Cijk_Alik_Bljk_DB_MT128x128x16_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASGT_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DTVA0_DVO0_ETSP_EPS1_FL0_GRVW2_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPP128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV0_MDA2_NTC3_NTD3_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS256_SCIUI1_SPO1_SRVW0_SSO4_SVW2_SNLL0_TT2_128_TLDS1_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG64_4_1_WGM6",1508,10110061271,6704284,1.2016096253329422
"gpu_rhf_j03_ppss_$ck_L331_13",882,9911975340,11238067,1.1780665473087382
"rimp2_eng_head_$ck_L3294_23",6452,8444509879,1308820,1.003654090695918
"gpu_tdhf_apb_j02_psss_$ck_L190_7",64,3929918866,61404982,0.46708206899878063
"gpu_cphf_j03_ppss_$ck_L310_13",9,3798846712,422094079,0.45150376955649213
"gpu_cphf_j04_psps_$ck_L418_19",9,3644794851,404977205,0.43319426637780933
"Cijk_Alik_Bljk_DB_MT128x128x16_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASGT_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DTVA0_DVO0_ETSP_EPS1_FL0_GRVW2_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPP128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV1_MDA2_NTC3_NTD3_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS128_SCIUI1_SPO1_SRVW0_SSO4_SVW2_SNLL0_TT2_128_TLDS1_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG64_4_1_WGM6",403,3617133970,8975518,0.4299066917564637
"Cijk_Alik_Bljk_DB_MT128x128x16_MI16x16x4x1_SN_1LDSB1_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASGT_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DTVA0_DVO0_ETSP_EPS1_FL0_GRVW2_GSU1_GSUASB_GLS0_ISA90a_IU1_K1_KLA_LBSPP128_LPA4_LPB4_LDL1_LRVW2_LWPMn1_LDW0_MAC_MIAV1_MDA2_NTC3_NTD3_NEPBS1_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR5_RK0_SIA3_SS1_SU32_SUM0_SUS256_SCIUI1_SPO1_SRVW0_SSO4_SVW2_SNLL0_TT2_128_TLDS1_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG64_4_1_WGM5",1207,3592938575,2976751,0.42703100003299926
"gpu_rhf_j01_ssss_$ck_L74_1",882,2461322057,2790614,0.2925351484485061
"gpu_tdhf_amb_j03_ppss_$ck_L311_13",65,2408091111,37047555,0.2862084986523618
